,system_id,component_id,event_date,event_time,event_type,event_report,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
0,8,8,1970-01-07,04:42:57,inspection,,148.72,148.72,148.72,,100,100
1,5,5,1970-01-07,18:17:50,inspection,,162.3,162.3,162.3,,100,100
2,3,3,1970-01-07,22:51:13,inspection,,166.85,166.85,166.85,,100,100
3,10,10,1970-01-08,00:00:12,inspection,,168.0,168.0,168.0,,100,100
4,7,7,1970-01-08,01:21:37,inspection,,169.36,169.36,169.36,,100,100
5,4,4,1970-01-08,06:05:42,inspection,,174.1,174.1,174.1,,100,100
6,6,6,1970-01-08,10:36:23,inspection,,178.61,178.61,178.61,,100,100
7,2,2,1970-01-08,15:30:52,inspection,,183.51,183.51,183.51,,100,100
8,1,1,1970-01-08,19:24:17,inspection,,187.4,187.4,187.4,,100,100
9,9,9,1970-01-09,21:55:32,inspection,,213.93,213.93,213.93,,100,100
10,5,5,1970-01-13,08:46:44,inspection,,296.78,296.78,134.48,,100,200
11,8,8,1970-01-13,14:22:13,inspection,,302.37,302.37,153.65,,100,200
12,4,4,1970-01-14,07:01:01,inspection,,319.02,319.02,144.92,,100,200
13,3,3,1970-01-14,08:44:51,inspection,,320.75,320.75,153.89,,100,200
14,10,10,1970-01-14,09:24:15,inspection,,321.4,321.4,153.4,,100,200
15,7,7,1970-01-15,04:12:45,inspection,,340.21,340.21,170.85,,100,200
16,2,2,1970-01-15,22:51:02,inspection,,358.85,358.85,175.34,,100,200
17,9,9,1970-01-16,10:34:33,inspection,,370.58,370.58,156.65,,100,200
18,1,1,1970-01-16,22:07:01,inspection,,382.12,382.12,194.71,,100,200
19,6,6,1970-01-17,01:39:52,inspection,,385.66,385.66,207.06,,100,200
20,6,6,1970-01-17,11:48:42,failure,,395.81,395.81,10.15,,1200,1400
21,6,6,1970-01-17,11:48:42,replacement,unused,395.81,395.81,0.0,,1100,2500
22,8,8,1970-01-19,18:36:05,inspection,,450.6,450.6,148.23,,100,300
23,5,5,1970-01-19,21:00:53,inspection,,453.01,453.01,156.24,,100,300
24,7,7,1970-01-20,02:20:57,failure,,458.35,458.35,118.14,,1200,1400
25,7,7,1970-01-20,02:20:57,replacement,unused,458.35,458.35,0.0,,1100,2500
26,10,10,1970-01-20,15:16:01,inspection,,471.27,471.27,149.86,,100,300
27,2,2,1970-01-21,07:17:01,failure,,487.28,487.28,128.43,,1200,1400
28,2,2,1970-01-21,07:17:01,replacement,unused,487.28,487.28,0.0,,1100,2500
29,7,12,1970-01-21,11:03:02,inspection,,491.05,32.7,32.7,,100,2600
30,4,4,1970-01-22,09:53:36,inspection,,513.89,513.89,194.88,,100,300
31,3,3,1970-01-22,17:58:28,inspection,,521.97,521.97,201.23,,100,300
32,2,13,1970-01-22,21:44:26,inspection,,525.74,38.46,38.46,,100,2600
33,9,9,1970-01-23,07:35:06,failure,,535.59,535.59,165.01,,1200,1400
34,9,9,1970-01-23,07:35:06,replacement,unused,535.59,535.59,0.0,,1100,2500
35,10,10,1970-01-23,07:57:00,failure,,535.95,535.95,64.68,,1200,1500
36,10,10,1970-01-23,07:57:00,replacement,unused,535.95,535.95,0.0,,1100,2600
37,6,11,1970-01-23,10:28:31,inspection,,538.48,142.66,142.66,,100,2600
38,1,1,1970-01-23,20:11:13,inspection,,548.19,548.19,166.07,,100,300
39,9,14,1970-01-24,21:11:59,inspection,,573.2,37.61,37.61,,100,2600
40,3,3,1970-01-25,13:22:32,failure,,589.38,589.38,67.4,,1200,1500
41,3,3,1970-01-25,13:22:32,replacement,unused,589.38,589.38,0.0,,1100,2600
42,5,5,1970-01-26,06:30:20,inspection,,606.51,606.51,153.49,,100,400
43,8,8,1970-01-27,08:17:44,inspection,wornout,632.3,632.3,181.69,,100,400
44,8,8,1970-01-27,08:57:33,replacement,unused,632.96,632.96,0.66,False,1100,1500
45,4,4,1970-01-28,22:05:29,inspection,,670.09,670.09,156.2,,100,400
46,10,15,1970-01-29,01:07:35,inspection,,673.13,137.18,137.18,,100,2700
47,7,12,1970-01-29,07:17:38,inspection,,679.29,220.94,188.24,,100,2700
48,2,13,1970-01-29,11:13:43,inspection,,683.23,195.94,157.49,,100,2700
49,3,16,1970-01-29,18:12:20,inspection,,690.21,100.83,100.83,,100,2700
50,1,1,1970-01-31,00:10:21,inspection,wornout,720.17,720.17,171.99,,100,400
51,9,14,1970-02-01,07:26:23,inspection,,751.44,215.85,178.24,,100,2700
52,1,1,1970-02-01,13:10:01,replacement,reused,757.17,757.17,36.99,True,1000,1400
53,5,5,1970-02-01,16:35:38,inspection,wornout,760.59,760.59,154.09,,100,500
54,6,11,1970-02-02,08:23:46,inspection,,776.4,380.58,237.92,,100,2700
55,5,5,1970-02-02,10:24:07,replacement,unused,778.4,778.4,17.81,True,1100,1600
56,8,17,1970-02-02,20:29:53,inspection,,788.5,155.54,155.54,,100,1600
57,3,16,1970-02-05,01:09:29,inspection,,841.16,251.78,150.95,,100,2800
58,10,15,1970-02-05,13:19:50,inspection,,853.33,317.38,180.2,,100,2800
59,2,13,1970-02-06,11:35:02,inspection,,875.58,388.3,192.36,,100,2800
60,4,4,1970-02-06,15:13:28,inspection,expired,879.22,879.22,209.13,,100,500
61,4,4,1970-02-07,04:15:36,replacement,unused,892.26,892.26,13.04,,1100,1600
62,9,14,1970-02-08,07:22:35,inspection,,919.38,383.79,167.94,,100,2800
63,1,8,1970-02-08,09:11:29,inspection,expired,921.19,796.98,164.02,,100,1500
64,8,17,1970-02-08,12:39:10,inspection,,924.65,291.69,136.15,,100,1700
65,3,16,1970-02-08,13:28:48,failure,,925.48,336.1,84.32,,1200,4000
66,3,16,1970-02-08,13:28:48,replacement,unused,925.48,336.1,0.0,,1100,5100
67,1,8,1970-02-08,16:45:19,replacement,unused,928.76,804.55,7.56,,1100,2600
68,7,12,1970-02-08,22:23:18,inspection,,934.39,476.04,255.09,,100,2800
69,5,18,1970-02-09,01:20:40,inspection,,937.34,158.94,158.94,,100,1700
70,6,11,1970-02-09,08:57:22,inspection,,944.96,549.14,168.56,,100,2800
71,6,11,1970-02-09,19:34:03,failure,,955.57,559.76,10.61,,1200,4000
72,6,11,1970-02-09,19:34:03,replacement,unused,955.57,559.76,0.0,,1100,5100
73,3,20,1970-02-11,23:43:35,inspection,,1007.73,82.25,82.25,,100,5200
74,10,15,1970-02-12,16:55:05,inspection,,1024.92,488.97,171.59,,100,2900
75,9,14,1970-02-14,05:50:23,inspection,,1061.84,526.25,142.46,,100,2900
76,5,18,1970-02-14,07:45:06,inspection,,1063.75,285.35,126.41,,100,1800
77,2,13,1970-02-14,22:31:27,inspection,,1078.52,591.24,202.94,,100,2900
78,4,19,1970-02-15,07:01:24,inspection,,1087.02,194.76,194.76,,100,1700
79,7,12,1970-02-15,09:10:10,inspection,wornout,1089.17,630.82,154.78,,100,2900
80,8,17,1970-02-15,14:24:10,inspection,,1094.4,461.44,169.75,,100,1800
81,6,22,1970-02-16,03:40:01,inspection,,1107.67,152.1,152.1,,100,5200
82,7,12,1970-02-17,04:25:03,replacement,unused,1132.42,674.07,43.25,True,1100,4000
83,1,21,1970-02-18,05:48:19,inspection,,1157.81,229.05,229.05,,100,2700
84,10,15,1970-02-18,18:15:45,inspection,,1170.26,634.31,145.34,,100,3000
85,3,20,1970-02-19,12:28:33,inspection,,1188.48,263.0,180.75,,100,5300
86,10,15,1970-02-20,08:53:45,failure,,1208.9,672.95,38.63,,1200,4200
87,10,15,1970-02-20,08:53:45,replacement,unused,1208.9,672.95,0.0,,1100,5300
88,5,18,1970-02-21,17:56:40,inspection,,1241.94,463.54,178.19,,100,1900
89,4,19,1970-02-21,20:10:46,inspection,,1244.18,351.92,157.16,,100,1800
90,2,13,1970-02-22,12:52:03,inspection,wornout,1260.87,773.58,182.34,,100,3000
91,8,17,1970-02-22,21:06:11,inspection,wornout,1269.1,636.14,174.7,,100,1900
92,2,13,1970-02-22,22:42:50,failure,,1270.71,783.43,9.85,,1200,4200
93,2,13,1970-02-22,22:42:50,replacement,unused,1270.71,783.43,0.0,,1100,5300
94,8,17,1970-02-23,07:42:59,replacement,unused,1279.72,646.76,10.61,True,1100,3000
95,9,14,1970-02-23,09:34:48,inspection,wornout,1281.58,745.99,219.74,,100,3000
96,9,14,1970-02-23,13:02:29,replacement,unused,1285.04,749.46,3.46,True,1100,4100
97,10,24,1970-02-23,14:35:06,inspection,,1286.59,77.69,77.69,,100,5400
98,6,22,1970-02-24,01:20:40,inspection,,1297.34,341.78,189.68,,100,5300
99,7,23,1970-02-24,06:39:31,inspection,,1302.66,170.24,170.24,,100,4100
100,5,18,1970-02-25,23:56:36,failure,,1343.94,565.54,102.0,,1200,3100
101,5,18,1970-02-25,23:56:36,replacement,unused,1343.94,565.54,0.0,,1100,4200
102,1,21,1970-02-26,07:53:29,inspection,,1351.89,423.14,194.09,,100,2800
103,3,20,1970-02-27,02:19:09,inspection,,1370.32,444.84,181.84,,100,5400
104,5,28,1970-02-27,19:12:58,inspection,,1387.22,43.27,43.27,,100,4300
105,8,26,1970-03-01,00:37:28,inspection,,1416.62,136.91,136.91,,100,3100
106,4,19,1970-03-01,10:11:44,inspection,,1426.2,533.94,182.02,,100,1900
107,9,27,1970-03-01,12:19:16,inspection,,1428.32,143.28,143.28,,100,4200
108,6,22,1970-03-01,17:20:28,failure,,1433.34,477.77,136.0,,1200,6500
