,system_id,component_id,event_date,event_time,event_type,event_report,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
0,6,6,1970-01-06,12:37:29,inspection,,132.62,132.62,132.62,,100,100
1,3,3,1970-01-06,21:22:01,inspection,,141.37,141.37,141.37,,100,100
2,9,9,1970-01-07,09:39:35,inspection,,153.66,153.66,153.66,,100,100
3,10,10,1970-01-07,22:54:50,inspection,,166.91,166.91,166.91,,100,100
4,7,7,1970-01-08,01:38:32,inspection,,169.64,169.64,169.64,,100,100
5,5,5,1970-01-08,02:36:18,inspection,,170.61,170.61,170.61,,100,100
6,2,2,1970-01-08,02:41:26,inspection,,170.69,170.69,170.69,,100,100
7,1,1,1970-01-08,03:24:23,inspection,,171.41,171.41,171.41,,100,100
8,8,8,1970-01-08,16:36:01,inspection,,184.6,184.6,184.6,,100,100
9,4,4,1970-01-09,23:22:00,inspection,,215.37,215.37,215.37,,100,100
10,6,6,1970-01-10,03:30:37,failure,,219.51,219.51,86.89,,1200,1300
11,6,6,1970-01-10,03:30:37,replacement,unused,219.51,219.51,0.0,,1100,2400
12,10,10,1970-01-12,13:10:27,inspection,,277.17,277.17,110.26,,100,200
13,9,9,1970-01-13,19:56:51,inspection,,307.95,307.95,154.29,,100,200
14,6,11,1970-01-13,22:02:56,inspection,,310.05,90.54,90.54,,100,2500
15,3,3,1970-01-13,22:15:16,inspection,,310.25,310.25,168.89,,100,200
16,1,1,1970-01-14,12:28:56,inspection,,324.48,324.48,153.08,,100,200
17,5,5,1970-01-15,06:34:16,inspection,,342.57,342.57,171.97,,100,200
18,2,2,1970-01-15,14:54:03,inspection,,350.9,350.9,180.21,,100,200
19,7,7,1970-01-15,14:56:16,inspection,,350.94,350.94,181.3,,100,200
20,8,8,1970-01-15,20:51:14,inspection,,356.85,356.85,172.25,,100,200
21,4,4,1970-01-17,02:41:04,inspection,,386.68,386.68,171.32,,100,200
22,3,3,1970-01-17,16:08:01,failure,,400.13,400.13,89.88,,1200,1400
23,3,3,1970-01-17,16:08:01,replacement,unused,400.13,400.13,0.0,,1100,2500
24,10,10,1970-01-18,17:31:28,failure,,425.52,425.52,148.35,,1200,1400
25,10,10,1970-01-18,17:31:28,replacement,unused,425.52,425.52,0.0,,1100,2500
26,3,12,1970-01-19,03:04:03,inspection,,435.07,34.93,34.93,,100,2600
27,10,13,1970-01-19,21:29:51,inspection,,453.5,27.97,27.97,,100,2600
28,6,11,1970-01-20,03:11:45,inspection,,459.2,239.69,149.15,,100,2600
29,7,7,1970-01-21,12:52:11,inspection,,492.87,492.87,141.93,,100,300
30,2,2,1970-01-21,13:56:47,inspection,,493.95,493.95,143.05,,100,300
31,4,4,1970-01-21,21:44:41,inspection,,501.74,501.74,115.06,,100,300
32,9,9,1970-01-22,01:16:59,inspection,,505.28,505.28,197.34,,100,300
33,1,1,1970-01-22,06:02:48,inspection,,510.05,510.05,185.56,,100,300
34,5,5,1970-01-22,22:36:13,inspection,,526.6,526.6,184.03,,100,300
