,system_id,component_id,event_date,event_time,event_type,event_report,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
0,6,6,1970-01-07,02:13:58,inspection,,146.23,146.23,146.23,,100,100
1,8,8,1970-01-07,05:04:55,inspection,,149.08,149.08,149.08,,100,100
2,10,10,1970-01-07,10:34:49,inspection,,154.58,154.58,154.58,,100,100
3,3,3,1970-01-08,00:32:40,inspection,,168.54,168.54,168.54,,100,100
4,9,9,1970-01-08,08:20:33,inspection,,176.34,176.34,176.34,,100,100
5,4,4,1970-01-08,12:30:52,inspection,,180.51,180.51,180.51,,100,100
6,5,5,1970-01-08,16:16:36,inspection,,184.28,184.28,184.28,,100,100
7,2,2,1970-01-09,05:31:39,inspection,,197.53,197.53,197.53,,100,100
8,1,1,1970-01-09,22:40:31,inspection,,214.68,214.68,214.68,,100,100
9,7,7,1970-01-09,23:06:40,inspection,,215.11,215.11,215.11,,100,100
10,9,9,1970-01-13,18:33:23,inspection,,306.56,306.56,130.21,,100,200
11,6,6,1970-01-13,22:38:22,inspection,,310.64,310.64,164.41,,100,200
12,8,8,1970-01-14,11:33:19,inspection,,323.56,323.56,174.47,,100,200
13,5,5,1970-01-15,03:09:37,inspection,,339.16,339.16,154.88,,100,200
14,10,10,1970-01-15,16:17:13,inspection,,352.29,352.29,197.71,,100,200
15,4,4,1970-01-16,03:06:43,inspection,,363.11,363.11,182.6,,100,200
16,2,2,1970-01-16,14:17:47,inspection,,374.3,374.3,176.77,,100,200
17,7,7,1970-01-16,15:50:22,inspection,,375.84,375.84,160.73,,100,200
18,3,3,1970-01-17,07:35:21,inspection,,391.59,391.59,223.04,,100,200
19,1,1,1970-01-18,19:48:56,inspection,,427.82,427.82,213.14,,100,200
20,6,6,1970-01-20,02:33:05,inspection,,458.55,458.55,147.91,,100,300
21,4,4,1970-01-20,09:34:14,failure,,465.57,465.57,102.46,,1200,1400
22,4,4,1970-01-20,09:34:14,replacement,unused,465.57,465.57,0.0,,1100,2500
23,10,10,1970-01-20,11:57:18,failure,,467.96,467.96,115.67,,1200,1400
24,10,10,1970-01-20,11:57:18,replacement,unused,467.96,467.96,0.0,,1100,2500
25,9,9,1970-01-21,10:34:04,inspection,,490.57,490.57,184.01,,100,300
26,8,8,1970-01-21,15:46:57,inspection,,495.78,495.78,172.23,,100,300
27,4,11,1970-01-22,22:04:41,inspection,,526.08,60.51,60.51,,100,2600
28,7,7,1970-01-23,11:16:59,inspection,,539.28,539.28,163.44,,100,300
29,5,5,1970-01-23,20:23:13,inspection,wornout,548.39,548.39,209.23,,100,300
30,10,12,1970-01-24,06:44:28,inspection,,558.74,90.79,90.79,,100,2600
31,5,5,1970-01-24,11:32:10,replacement,unused,563.54,563.54,15.15,False,1100,1400
32,3,3,1970-01-24,13:37:41,inspection,,565.63,565.63,174.04,,100,300
33,2,2,1970-01-25,00:52:40,inspection,,576.88,576.88,202.58,,100,300
34,2,2,1970-01-26,10:34:58,failure,,610.58,610.58,33.71,,1200,1500
35,2,2,1970-01-26,10:34:58,replacement,reused,610.58,610.58,0.0,,1000,2500
36,6,6,1970-01-26,16:38:08,inspection,,616.64,616.64,158.08,,100,400
37,9,9,1970-01-27,04:34:48,inspection,wornout,628.58,628.58,138.01,,100,400
38,9,9,1970-01-27,15:36:15,replacement,unused,639.6,639.6,11.02,True,1100,1500
39,7,7,1970-01-27,20:05:37,failure,,644.09,644.09,104.81,,1200,1500
40,7,7,1970-01-27,20:05:37,replacement,unused,644.09,644.09,0.0,,1100,2600
41,1,1,1970-01-28,00:08:39,inspection,,648.14,648.14,220.33,,100,300
42,8,8,1970-01-28,09:00:54,inspection,wornout,657.02,657.02,161.23,,100,400
43,8,8,1970-01-28,21:07:26,replacement,unused,669.12,669.12,12.11,True,1100,1500
44,7,15,1970-01-29,08:25:15,inspection,,680.42,36.33,36.33,,100,2700
45,4,11,1970-01-29,14:09:57,inspection,,686.17,220.6,160.09,,100,2700
46,5,13,1970-01-30,15:51:44,inspection,,711.86,148.33,148.33,,100,1500
47,3,3,1970-01-30,20:15:17,inspection,wornout,716.25,716.25,150.63,,100,400
48,10,12,1970-01-31,09:25:14,inspection,,729.42,261.47,170.68,,100,2700
49,6,6,1970-01-31,11:56:57,failure,,731.95,731.95,115.31,,1200,1600
50,6,6,1970-01-31,11:56:57,replacement,unused,731.95,731.95,0.0,,1100,2700
