,system_id,component_id,event_date,event_time,event_type,event_report,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
0,1,1,1970-01-06,05:22:06,inspection,,125.37,125.37,125.37,,100,100
1,6,6,1970-01-06,07:31:54,inspection,,127.53,127.53,127.53,,100,100
2,7,7,1970-01-06,12:02:38,inspection,,132.04,132.04,132.04,,100,100
3,3,3,1970-01-07,04:54:37,inspection,,148.91,148.91,148.91,,100,100
4,2,2,1970-01-07,11:38:49,inspection,,155.65,155.65,155.65,,100,100
5,4,4,1970-01-07,14:46:03,inspection,,158.77,158.77,158.77,,100,100
6,5,5,1970-01-08,05:18:55,inspection,,173.32,173.32,173.32,,100,100
7,9,9,1970-01-08,09:53:22,inspection,,177.89,177.89,177.89,,100,100
8,10,10,1970-01-08,11:53:38,inspection,,179.89,179.89,179.89,,100,100
9,8,8,1970-01-09,00:51:05,inspection,,192.85,192.85,192.85,,100,100
10,9,9,1970-01-12,16:26:23,failure,,280.44,280.44,102.55,,1200,1300
11,9,9,1970-01-12,16:26:23,replacement,unused,280.44,280.44,0.0,,1100,2400
12,7,7,1970-01-12,21:15:04,inspection,,285.25,285.25,153.21,,100,200
13,6,6,1970-01-13,04:31:22,inspection,,292.52,292.52,164.99,,100,200
14,1,1,1970-01-13,07:02:47,inspection,,295.05,295.05,169.68,,100,200
15,3,3,1970-01-14,02:10:29,inspection,,314.17,314.17,165.26,,100,200
16,4,4,1970-01-14,03:38:16,inspection,,315.64,315.64,156.87,,100,200
17,2,2,1970-01-14,16:24:10,inspection,,328.4,328.4,172.76,,100,200
18,8,8,1970-01-15,12:35:28,inspection,,348.59,348.59,155.74,,100,200
19,9,11,1970-01-16,11:52:49,inspection,,371.88,91.44,91.44,,100,2500
20,5,5,1970-01-16,14:30:56,inspection,,374.52,374.52,201.2,,100,200
21,10,10,1970-01-16,18:29:35,inspection,,378.49,378.49,198.6,,100,200
22,7,7,1970-01-16,20:56:19,failure,,380.94,380.94,95.69,,1200,1400
23,7,7,1970-01-16,20:56:19,replacement,unused,380.94,380.94,0.0,,1100,2500
24,7,12,1970-01-19,02:30:49,inspection,,434.51,53.57,53.57,,100,2600
25,6,6,1970-01-19,21:43:10,inspection,,453.72,453.72,161.2,,100,300
26,8,8,1970-01-20,17:18:10,inspection,,473.3,473.3,124.71,,100,300
27,1,1,1970-01-21,00:48:31,inspection,,480.81,480.81,185.76,,100,300
28,4,4,1970-01-21,12:22:41,inspection,,492.38,492.38,176.74,,100,300
29,2,2,1970-01-21,17:44:31,inspection,,497.74,497.74,169.34,,100,300
30,5,5,1970-01-21,23:08:20,inspection,,503.14,503.14,128.62,,100,300
31,3,3,1970-01-22,08:44:52,inspection,,512.75,512.75,198.57,,100,300
32,5,5,1970-01-23,05:06:51,failure,,533.11,533.11,29.98,,1200,1500
33,5,5,1970-01-23,05:06:51,replacement,unused,533.11,533.11,0.0,,1100,2600
