,system_id,component_id,event_date,event_time,event_type,event_report,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
0,7,7,1970-01-05,03:31:09,failure,,99.52,99.52,99.52,,1200,1200
1,7,7,1970-01-05,03:31:09,replacement,unused,99.52,99.52,0.0,,1100,2300
2,1,1,1970-01-07,17:37:59,inspection,,161.63,161.63,161.63,,100,100
3,5,5,1970-01-07,19:42:37,inspection,,163.71,163.71,163.71,,100,100
4,9,9,1970-01-08,00:42:29,inspection,,168.71,168.71,168.71,,100,100
5,2,2,1970-01-08,03:07:48,inspection,,171.13,171.13,171.13,,100,100
6,3,3,1970-01-08,04:14:06,inspection,,172.24,172.24,172.24,,100,100
7,4,4,1970-01-08,05:59:26,inspection,,173.99,173.99,173.99,,100,100
8,6,6,1970-01-08,07:21:01,inspection,,175.35,175.35,175.35,,100,100
9,10,10,1970-01-08,08:12:14,inspection,,176.2,176.2,176.2,,100,100
10,7,11,1970-01-08,11:23:40,inspection,,179.39,79.88,79.88,,100,2400
11,8,8,1970-01-11,06:22:38,inspection,,246.38,246.38,246.38,,100,100
12,5,5,1970-01-11,08:57:20,failure,,248.96,248.96,85.25,,1200,1300
13,5,5,1970-01-11,08:57:20,replacement,unused,248.96,248.96,0.0,,1100,2400
14,6,6,1970-01-12,07:42:13,failure,,271.7,271.7,96.35,,1200,1300
15,6,6,1970-01-12,07:42:13,replacement,unused,271.7,271.7,0.0,,1100,2400
16,5,12,1970-01-13,11:58:13,inspection,,299.97,51.01,51.01,,100,2500
17,1,1,1970-01-13,15:05:00,inspection,,303.08,303.08,141.45,,100,200
18,2,2,1970-01-13,15:45:26,inspection,,303.76,303.76,132.63,,100,200
19,10,10,1970-01-14,01:58:10,inspection,,313.97,313.97,137.77,,100,200
20,6,13,1970-01-14,19:52:49,inspection,,331.88,60.18,60.18,,100,2500
21,10,10,1970-01-14,21:51:10,failure,,333.85,333.85,19.88,,1200,1400
22,10,10,1970-01-14,21:51:10,replacement,unused,333.85,333.85,0.0,,1100,2500
23,4,4,1970-01-15,17:09:08,inspection,,353.15,353.15,179.16,,100,200
24,3,3,1970-01-15,17:23:34,inspection,,353.39,353.39,181.16,,100,200
25,9,9,1970-01-15,23:21:15,inspection,,359.35,359.35,190.65,,100,200
26,7,11,1970-01-16,11:28:55,inspection,,371.48,271.96,192.09,,100,2500
27,9,9,1970-01-16,16:51:43,failure,,376.86,376.86,17.51,,1200,1400
28,9,9,1970-01-16,16:51:43,replacement,unused,376.86,376.86,0.0,,1100,2500
29,3,3,1970-01-17,01:05:39,failure,,385.09,385.09,31.7,,1200,1400
30,3,3,1970-01-17,01:05:39,replacement,unused,385.09,385.09,0.0,,1100,2500
31,8,8,1970-01-18,07:30:38,inspection,,415.51,415.51,169.13,,100,200
32,10,14,1970-01-19,19:52:34,inspection,,451.88,118.02,118.02,,100,2600
33,2,2,1970-01-20,08:53:07,inspection,,464.89,464.89,161.13,,100,300
34,3,16,1970-01-20,20:12:29,inspection,,476.21,91.11,91.11,,100,2600
35,1,1,1970-01-20,22:14:53,inspection,,478.25,478.25,175.16,,100,300
36,7,11,1970-01-22,08:20:57,inspection,,512.35,412.83,140.87,,100,2600
37,5,12,1970-01-22,11:57:52,inspection,,515.96,267.01,215.99,,100,2600
38,4,4,1970-01-22,15:40:25,inspection,,519.67,519.67,166.52,,100,300
39,6,13,1970-01-22,19:55:54,inspection,,523.93,252.23,192.05,,100,2600
40,9,15,1970-01-23,05:54:02,inspection,,533.9,157.04,157.04,,100,2600
41,8,8,1970-01-25,16:29:43,inspection,,592.5,592.5,176.98,,100,300
42,7,11,1970-01-25,19:10:47,failure,,595.18,495.66,82.83,,1200,3800
43,7,11,1970-01-25,19:10:47,replacement,unused,595.18,495.66,0.0,,1100,4900
44,2,2,1970-01-26,21:24:51,inspection,,621.41,621.41,156.53,,100,400
45,10,14,1970-01-27,13:19:34,inspection,,637.33,303.47,185.45,,100,2700
46,1,1,1970-01-27,21:59:49,inspection,wornout,646.0,646.0,167.75,,100,400
47,1,1,1970-01-28,04:46:35,replacement,unused,652.78,652.78,6.78,True,1100,1500
48,6,13,1970-01-28,12:08:15,inspection,,660.14,388.43,136.21,,100,2700
49,3,16,1970-01-28,12:43:03,inspection,,660.72,275.62,184.51,,100,2700
50,4,4,1970-01-29,19:43:36,inspection,wornout,691.73,691.73,172.05,,100,400
51,5,12,1970-01-29,21:01:14,inspection,,693.02,444.07,177.06,,100,2700
52,4,4,1970-01-30,01:27:55,replacement,unused,697.47,697.47,5.74,True,1100,1500
53,7,17,1970-01-30,02:01:35,inspection,,698.03,102.85,102.85,,100,5000
54,2,2,1970-02-01,11:59:42,inspection,wornout,756.0,756.0,134.58,,100,500
55,2,2,1970-02-01,12:10:15,replacement,unused,756.17,756.17,0.18,True,1100,1600
56,9,15,1970-02-01,12:14:42,inspection,,756.25,379.38,222.34,,100,2700
57,8,8,1970-02-01,20:15:20,inspection,wornout,764.26,764.26,171.76,,100,400
58,8,8,1970-02-01,21:45:08,replacement,unused,765.75,765.75,1.5,True,1100,1500
59,10,14,1970-02-02,10:57:20,inspection,,778.96,445.1,141.63,,100,2800
60,5,12,1970-02-02,15:06:28,failure,,783.11,534.15,90.09,,1200,3900
61,5,12,1970-02-02,15:06:28,replacement,unused,783.11,534.15,0.0,,1100,5000
62,6,13,1970-02-03,11:36:32,failure,,803.61,531.91,143.47,,1200,3900
63,6,13,1970-02-03,11:36:32,replacement,unused,803.61,531.91,0.0,,1100,5000
64,1,18,1970-02-04,02:23:32,inspection,,818.39,165.62,165.62,,100,1600
65,4,19,1970-02-05,03:41:33,inspection,,843.69,146.23,146.23,,100,1600
66,5,22,1970-02-05,11:16:31,inspection,,851.28,68.17,68.17,,100,5100
67,3,16,1970-02-06,05:27:35,inspection,,869.46,484.37,208.74,,100,2800
68,7,17,1970-02-06,13:24:22,failure,,877.41,282.23,179.38,,1200,6200
69,7,17,1970-02-06,13:24:22,replacement,unused,877.41,282.23,0.0,,1100,7300
70,2,20,1970-02-06,15:01:49,inspection,,879.03,122.86,122.86,,100,1700
71,6,23,1970-02-07,12:26:44,inspection,,900.45,96.84,96.84,,100,5100
72,7,24,1970-02-07,12:49:34,inspection,,900.83,23.42,23.42,,100,7400
73,8,21,1970-02-08,14:05:40,inspection,,926.09,160.34,160.34,,100,1600
74,10,14,1970-02-09,11:09:37,inspection,wornout,947.16,613.31,168.2,,100,2900
75,1,18,1970-02-09,17:11:39,inspection,,953.19,300.42,134.8,,100,1700
76,9,15,1970-02-09,22:48:49,inspection,,958.81,581.95,202.57,,100,2800
77,10,14,1970-02-10,04:36:03,replacement,unused,964.6,630.75,17.44,False,1100,4000
78,4,19,1970-02-11,04:30:21,inspection,,988.51,291.04,144.81,,100,1700
79,3,16,1970-02-11,16:02:27,failure,,1000.04,614.95,130.58,,1200,4000
80,3,16,1970-02-11,16:02:27,replacement,reused,1000.04,614.95,0.0,,1000,5000
81,3,14,1970-02-11,22:48:07,inspection,,1006.8,637.51,6.76,,100,5100
82,5,22,1970-02-12,19:04:02,inspection,,1027.07,243.96,175.79,,100,5200
83,5,22,1970-02-13,01:58:29,failure,,1033.97,250.87,6.91,,1200,6400
84,5,22,1970-02-13,01:58:29,replacement,unused,1033.97,250.87,0.0,,1100,7500
85,2,20,1970-02-13,17:54:19,inspection,,1049.91,293.73,170.88,,100,1800
86,4,19,1970-02-14,09:56:08,failure,,1065.94,368.47,77.43,,1200,2900
87,4,19,1970-02-14,09:56:08,replacement,unused,1065.94,368.47,0.0,,1100,4000
88,8,21,1970-02-15,01:36:38,inspection,,1081.61,315.86,155.52,,100,1700
89,6,23,1970-02-15,04:12:09,inspection,,1084.2,280.59,183.76,,100,5200
90,1,18,1970-02-15,04:34:09,inspection,,1084.57,431.79,131.37,,100,1800
91,3,14,1970-02-15,16:22:45,failure,,1096.38,727.09,89.58,,1200,6300
92,3,14,1970-02-15,16:22:45,replacement,unused,1096.38,727.09,0.0,,1100,7400
93,7,24,1970-02-16,02:45:53,inspection,,1106.76,229.36,205.94,,100,7500
94,10,25,1970-02-17,01:16:16,inspection,,1129.27,164.67,164.67,,100,4100
95,9,15,1970-02-17,11:29:58,inspection,wornout,1139.5,762.64,180.69,,100,2900
96,9,15,1970-02-17,13:37:37,replacement,unused,1141.63,764.76,2.13,True,1100,4000
97,2,20,1970-02-18,11:55:46,failure,,1163.93,407.76,114.02,,1200,3000
98,2,20,1970-02-18,11:55:46,replacement,unused,1163.93,407.76,0.0,,1100,4100
99,10,25,1970-02-19,02:55:10,failure,,1178.92,214.32,49.65,,1200,5300
100,10,25,1970-02-19,02:55:10,replacement,unused,1178.92,214.32,0.0,,1100,6400
101,4,27,1970-02-19,14:03:50,inspection,,1190.06,124.13,124.13,,100,4100
102,3,28,1970-02-19,21:32:30,inspection,,1197.54,101.16,101.16,,100,7500
103,5,26,1970-02-20,08:24:03,inspection,,1208.4,174.43,174.43,,100,7600
104,2,30,1970-02-20,09:38:43,inspection,,1209.65,45.72,45.72,,100,4200
105,1,18,1970-02-20,22:35:55,inspection,,1222.6,569.82,138.03,,100,1900
106,6,23,1970-02-21,10:34:54,inspection,,1234.58,430.97,150.38,,100,5300
107,8,21,1970-02-21,11:34:41,inspection,,1235.58,469.83,153.97,,100,1800
108,6,23,1970-02-21,23:35:06,failure,,1247.59,443.98,13.0,,1200,6500
109,6,23,1970-02-21,23:35:06,replacement,unused,1247.59,443.98,0.0,,1100,7600
110,1,18,1970-02-22,17:22:38,failure,,1265.38,612.6,42.78,,1200,3100
111,1,18,1970-02-22,17:22:38,replacement,unused,1265.38,612.6,0.0,,1100,4200
112,7,24,1970-02-22,23:45:29,inspection,,1271.76,394.35,164.99,,100,7600
113,10,31,1970-02-23,17:47:45,inspection,,1289.8,110.88,110.88,,100,6500
114,5,26,1970-02-25,03:00:23,inspection,,1323.01,289.03,114.61,,100,7700
115,2,30,1970-02-25,05:59:06,inspection,,1325.99,162.06,116.34,,100,4300
116,9,29,1970-02-25,14:40:18,inspection,,1334.67,193.04,193.04,,100,4100
117,4,27,1970-02-27,04:47:13,inspection,,1372.79,306.85,182.72,,100,4200
118,3,28,1970-02-27,08:20:46,inspection,,1376.35,279.97,178.8,,100,7600
119,6,32,1970-02-28,03:21:08,inspection,,1395.35,147.77,147.77,,100,7700
120,7,24,1970-02-28,18:41:20,inspection,,1410.69,533.28,138.93,,100,7700
121,8,21,1970-03-01,09:34:02,inspection,wornout,1425.57,659.82,189.99,,100,1900
122,8,21,1970-03-01,15:24:41,replacement,unused,1431.41,665.66,5.84,True,1100,3000
123,1,33,1970-03-01,22:39:40,inspection,,1438.66,173.28,173.28,,100,4300
124,10,31,1970-03-02,16:52:33,inspection,,1456.88,277.96,167.08,,100,6600
125,5,26,1970-03-03,03:05:43,inspection,,1467.1,433.12,144.09,,100,7800
126,2,30,1970-03-03,18:42:32,inspection,,1482.71,318.78,156.72,,100,4400
127,3,28,1970-03-04,15:48:13,inspection,,1503.8,407.42,127.46,,100,7700
128,9,29,1970-03-05,01:45:18,inspection,,1513.76,372.13,179.08,,100,4200
129,4,27,1970-03-05,10:07:31,inspection,,1522.13,456.19,149.34,,100,4300
130,7,24,1970-03-06,12:20:09,inspection,wornout,1548.34,670.93,137.65,,100,7800
131,7,24,1970-03-06,15:21:19,replacement,unused,1551.36,673.95,3.02,True,1100,8900
132,6,32,1970-03-06,19:14:39,inspection,,1555.24,307.66,159.89,,100,7800
133,8,34,1970-03-07,10:58:27,inspection,,1570.97,139.56,139.56,,100,3100
134,1,33,1970-03-08,14:36:20,inspection,,1598.61,333.23,159.94,,100,4400
135,10,31,1970-03-09,09:49:45,inspection,,1617.83,438.91,160.95,,100,6700
136,5,26,1970-03-09,10:48:53,inspection,,1618.81,584.84,151.72,,100,7900
137,2,30,1970-03-10,00:22:25,inspection,,1632.37,468.44,149.66,,100,4500
138,10,31,1970-03-10,06:59:11,failure,,1638.99,460.07,21.16,,1200,7900
139,10,31,1970-03-10,06:59:11,replacement,unused,1638.99,460.07,0.0,,1100,9000
140,4,27,1970-03-12,05:35:40,inspection,,1685.59,619.66,163.47,,100,4400
141,3,28,1970-03-12,08:12:29,inspection,wornout,1688.21,591.83,184.4,,100,7800
142,9,29,1970-03-12,08:14:35,inspection,wornout,1688.24,546.62,174.49,,100,4300
143,9,29,1970-03-12,09:37:10,replacement,unused,1689.62,547.99,1.38,False,1100,5400
144,3,28,1970-03-12,18:24:13,replacement,reused,1698.4,602.02,10.2,False,1000,8800
145,7,35,1970-03-13,23:36:01,inspection,,1727.6,176.25,176.25,,100,9000
146,1,33,1970-03-14,03:34:58,inspection,,1731.58,466.21,132.98,,100,4500
147,2,30,1970-03-14,13:05:16,failure,,1741.09,577.16,108.71,,1200,5700
148,2,30,1970-03-14,13:05:16,replacement,reused,1741.09,577.16,0.0,,1000,6700
149,6,32,1970-03-14,18:36:47,inspection,,1746.61,499.03,191.37,,100,7900
150,2,28,1970-03-15,04:13:02,inspection,,1756.22,617.15,15.13,,100,6800
151,8,34,1970-03-15,12:57:53,inspection,,1764.96,333.55,193.99,,100,3200
152,5,26,1970-03-15,16:39:59,inspection,wornout,1768.67,734.69,149.85,,100,8000
153,10,36,1970-03-15,23:06:43,inspection,,1775.11,136.13,136.13,,100,9100
154,2,28,1970-03-16,01:11:58,failure,,1777.2,638.14,20.98,,1200,8000
155,2,28,1970-03-16,01:11:58,replacement,unused,1777.2,638.14,0.0,,1100,9100
156,4,27,1970-03-16,01:13:20,failure,,1777.22,711.29,91.63,,1200,5600
157,4,27,1970-03-16,01:13:20,replacement,unused,1777.22,711.29,0.0,,1100,6700
158,5,26,1970-03-16,04:42:46,replacement,unused,1780.71,746.74,12.05,True,1100,9100
159,3,29,1970-03-17,19:57:07,inspection,,1819.95,669.54,121.55,,100,8900
160,7,35,1970-03-19,01:19:42,inspection,,1849.33,297.97,121.73,,100,9100
161,9,37,1970-03-19,03:24:15,inspection,,1851.4,161.78,161.78,,100,5500
162,4,39,1970-03-19,10:46:50,inspection,,1858.78,81.56,81.56,,100,6800
163,2,38,1970-03-21,04:09:28,inspection,,1900.16,122.96,122.96,,100,9200
164,10,36,1970-03-21,08:38:02,inspection,,1904.63,265.65,129.52,,100,9200
165,8,34,1970-03-21,19:41:10,inspection,,1915.69,484.27,150.72,,100,3300
166,6,32,1970-03-21,21:27:08,inspection,wornout,1917.45,669.87,170.84,,100,8000
167,1,33,1970-03-21,22:24:41,inspection,,1918.41,653.03,186.83,,100,4600
168,6,32,1970-03-22,02:23:22,replacement,unused,1922.39,674.8,4.94,True,1100,9100
169,5,40,1970-03-23,09:53:56,inspection,,1953.9,173.19,173.19,,100,9200
170,9,37,1970-03-24,12:47:31,inspection,,1980.79,291.17,129.39,,100,5600
171,3,29,1970-03-25,21:37:56,inspection,expired,2013.63,863.22,193.68,,100,9000
172,3,29,1970-03-25,22:44:37,replacement,unused,2014.74,864.33,1.11,,1100,10100
173,4,39,1970-03-26,10:31:49,inspection,,2026.53,249.31,167.75,,100,6900
174,7,35,1970-03-27,04:38:42,inspection,,2044.65,493.29,195.32,,100,9200
175,10,36,1970-03-27,17:39:54,inspection,,2057.67,418.68,153.03,,100,9300
176,1,33,1970-03-27,18:39:52,failure,,2058.66,793.29,140.25,,1200,5800
177,1,33,1970-03-27,18:39:52,replacement,unused,2058.66,793.29,0.0,,1100,6900
178,2,38,1970-03-27,20:55:01,inspection,,2060.92,283.72,160.76,,100,9300
179,5,40,1970-03-28,10:34:54,inspection,,2074.58,293.87,120.68,,100,9300
180,8,34,1970-03-28,14:55:02,inspection,wornout,2078.92,647.51,163.23,,100,3400
181,8,34,1970-03-28,16:08:09,replacement,unused,2080.14,648.72,1.22,True,1100,4500
182,6,41,1970-03-29,01:57:39,inspection,,2089.96,167.57,167.57,,100,9200
183,1,43,1970-03-29,14:44:38,inspection,,2102.74,44.08,44.08,,100,7000
184,9,37,1970-03-31,07:50:39,inspection,,2143.84,454.22,163.05,,100,5700
185,7,35,1970-04-02,00:52:05,inspection,wornout,2184.87,633.51,140.22,,100,9300
186,7,35,1970-04-02,10:08:18,failure,,2194.14,642.78,9.27,,1200,10500
187,7,35,1970-04-02,10:08:18,replacement,unused,2194.14,642.78,0.0,,1100,11600
188,3,42,1970-04-02,18:28:22,inspection,,2202.47,187.73,187.73,,100,10200
189,4,39,1970-04-03,09:19:58,inspection,,2217.33,440.11,190.8,,100,7000
190,10,36,1970-04-03,18:33:34,inspection,,2226.56,587.57,168.89,,100,9400
191,2,38,1970-04-03,21:36:54,inspection,,2229.62,452.42,168.7,,100,9400
192,1,43,1970-04-04,20:20:38,inspection,,2252.34,193.68,149.6,,100,7100
193,5,40,1970-04-05,01:09:49,inspection,,2257.16,476.45,182.58,,100,9400
194,8,44,1970-04-05,15:14:25,inspection,,2271.24,191.1,191.1,,100,4600
195,6,41,1970-04-06,03:32:37,inspection,,2283.54,361.15,193.58,,100,9300
196,4,39,1970-04-06,04:48:38,failure,,2284.81,507.59,67.48,,1200,8200
197,4,39,1970-04-06,04:48:38,replacement,unused,2284.81,507.59,0.0,,1100,9300
198,9,37,1970-04-06,12:29:38,inspection,wornout,2292.49,602.87,148.65,,100,5800
199,9,37,1970-04-06,18:53:48,replacement,unused,2298.9,609.28,6.4,False,1100,6900
200,3,42,1970-04-07,01:00:41,failure,,2305.01,290.27,102.54,,1200,11400
201,3,42,1970-04-07,01:00:41,replacement,reused,2305.01,290.27,0.0,,1000,12400
202,4,46,1970-04-07,20:56:30,inspection,,2324.94,40.13,40.13,,100,9400
203,3,37,1970-04-08,00:35:23,failure,,2328.59,632.86,23.58,,1200,13600
204,3,37,1970-04-08,00:35:23,replacement,unused,2328.59,632.86,0.0,,1100,14700
205,3,48,1970-04-09,15:06:49,inspection,,2367.11,38.52,38.52,,100,14800
206,10,36,1970-04-09,15:07:05,inspection,wornout,2367.12,728.13,140.56,,100,9500
207,7,45,1970-04-09,17:14:53,inspection,,2369.25,175.11,175.11,,100,11700
208,10,36,1970-04-09,23:40:57,replacement,unused,2375.68,736.7,8.56,True,1100,10600
209,6,41,1970-04-10,05:08:50,failure,,2381.15,458.76,97.6,,1200,10500
210,6,41,1970-04-10,05:08:50,replacement,unused,2381.15,458.76,0.0,,1100,11600
211,2,38,1970-04-11,08:38:46,inspection,,2408.65,631.45,179.03,,100,9500
212,9,47,1970-04-12,12:51:30,inspection,,2436.86,137.96,137.96,,100,7000
213,8,44,1970-04-12,18:46:14,inspection,,2442.77,362.63,171.53,,100,4700
214,5,40,1970-04-12,19:51:27,inspection,wornout,2443.86,663.14,186.69,,100,9500
215,5,40,1970-04-12,20:54:48,replacement,unused,2444.91,664.2,1.06,True,1100,10600
216,1,43,1970-04-13,01:47:52,inspection,,2449.8,391.13,197.45,,100,7200
217,6,50,1970-04-13,07:08:06,inspection,,2455.14,73.99,73.99,,100,11700
218,4,46,1970-04-14,14:47:24,inspection,,2486.79,201.98,161.85,,100,9500
219,1,43,1970-04-15,18:53:13,failure,,2514.89,456.22,65.09,,1200,8400
220,1,43,1970-04-15,18:53:13,replacement,unused,2514.89,456.22,0.0,,1100,9500
221,7,45,1970-04-16,09:52:37,inspection,,2529.88,335.74,160.63,,100,11800
222,10,49,1970-04-16,14:48:53,inspection,,2534.81,159.13,159.13,,100,10700
223,2,38,1970-04-17,04:25:37,inspection,wornout,2548.43,771.23,139.78,,100,9600
224,2,38,1970-04-17,07:29:33,replacement,unused,2551.49,774.29,3.07,True,1100,10700
