,system_id,component_id,event_date,event_time,event_type,event_report,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
0,2,2,1970-01-06,00:17:57,inspection,,120.3,120.3,120.3,,100,100
1,8,8,1970-01-06,04:01:25,inspection,,124.02,124.02,124.02,,100,100
2,7,7,1970-01-06,14:35:07,inspection,,134.59,134.59,134.59,,100,100
3,10,10,1970-01-07,01:42:16,inspection,,145.7,145.7,145.7,,100,100
4,4,4,1970-01-07,11:52:47,inspection,,155.88,155.88,155.88,,100,100
5,9,9,1970-01-07,16:04:08,inspection,,160.07,160.07,160.07,,100,100
6,3,3,1970-01-07,20:44:12,inspection,,164.74,164.74,164.74,,100,100
7,6,6,1970-01-07,20:58:08,inspection,,164.97,164.97,164.97,,100,100
8,5,5,1970-01-08,00:40:32,inspection,,168.68,168.68,168.68,,100,100
9,1,1,1970-01-08,16:30:42,inspection,,184.51,184.51,184.51,,100,100
10,8,8,1970-01-10,10:12:38,inspection,,226.21,226.21,102.19,,100,200
11,7,7,1970-01-12,13:08:40,inspection,,277.14,277.14,142.56,,100,200
12,10,10,1970-01-13,13:32:29,inspection,,301.54,301.54,155.84,,100,200
13,4,4,1970-01-13,23:40:13,inspection,,311.67,311.67,155.79,,100,200
14,3,3,1970-01-14,01:33:37,inspection,,313.56,313.56,148.82,,100,200
15,9,9,1970-01-14,12:03:32,inspection,,324.06,324.06,163.99,,100,200
16,5,5,1970-01-14,13:35:27,inspection,,325.59,325.59,156.92,,100,200
17,6,6,1970-01-14,18:34:41,inspection,,330.58,330.58,165.61,,100,200
18,8,8,1970-01-15,05:16:21,inspection,,341.27,341.27,115.06,,100,300
19,2,2,1970-01-16,01:32:19,inspection,,361.54,361.54,241.24,,100,200
20,10,10,1970-01-16,15:34:00,failure,,375.57,375.57,74.03,,1200,1400
21,10,10,1970-01-16,15:34:00,replacement,unused,375.57,375.57,0.0,,1100,2500
22,1,1,1970-01-17,16:54:56,inspection,,400.92,400.92,216.4,,100,200
23,7,7,1970-01-18,17:28:16,inspection,,425.47,425.47,148.33,,100,300
24,4,4,1970-01-20,11:37:02,inspection,,467.62,467.62,155.95,,100,300
25,3,3,1970-01-20,11:43:11,inspection,,467.72,467.72,154.16,,100,300
26,6,6,1970-01-20,15:10:51,inspection,,471.18,471.18,140.6,,100,300
27,7,7,1970-01-20,16:06:22,failure,,472.11,472.11,46.64,,1200,1500
28,7,7,1970-01-20,16:06:22,replacement,unused,472.11,472.11,0.0,,1100,2600
29,5,5,1970-01-21,02:45:25,inspection,,482.76,482.76,157.17,,100,300
30,10,11,1970-01-21,03:21:47,inspection,,483.36,107.8,107.8,,100,2600
31,9,9,1970-01-21,23:54:17,inspection,,503.9,503.9,179.85,,100,300
32,2,2,1970-01-22,22:40:53,failure,,526.68,526.68,165.14,,1200,1400
33,2,2,1970-01-22,22:40:53,replacement,unused,526.68,526.68,0.0,,1100,2500
34,6,6,1970-01-23,07:41:42,failure,,535.7,535.7,64.51,,1200,1500
35,6,6,1970-01-23,07:41:42,replacement,unused,535.7,535.7,0.0,,1100,2600
36,8,8,1970-01-23,15:34:27,inspection,,543.57,543.57,202.3,,100,400
37,2,13,1970-01-24,00:56:20,inspection,,552.94,26.26,26.26,,100,2600
38,7,12,1970-01-25,03:47:43,inspection,,579.8,107.69,107.69,,100,2700
39,8,8,1970-01-25,03:57:07,failure,,579.95,579.95,36.38,,1200,1600
