,system_id,component_id,event_date,event_time,event_type,event_report,system_age,component_age,usage_since_last_event_h,FF,cost_event,cost_cumulated
0,10,10,1970-01-05,17:03:33,inspection,,113.06,113.06,113.06,,100,100
1,9,9,1970-01-06,03:34:41,inspection,,123.58,123.58,123.58,,100,100
2,2,2,1970-01-07,01:46:35,inspection,,145.78,145.78,145.78,,100,100
3,8,8,1970-01-08,01:42:07,inspection,,169.7,169.7,169.7,,100,100
4,3,3,1970-01-08,02:23:45,inspection,,170.4,170.4,170.4,,100,100
5,4,4,1970-01-08,07:38:54,inspection,,175.65,175.65,175.65,,100,100
6,5,5,1970-01-08,08:30:42,inspection,,176.51,176.51,176.51,,100,100
7,1,1,1970-01-08,15:23:41,inspection,,183.39,183.39,183.39,,100,100
8,7,7,1970-01-08,18:21:46,inspection,,186.36,186.36,186.36,,100,100
9,6,6,1970-01-10,09:16:14,inspection,,225.27,225.27,225.27,,100,100
10,10,10,1970-01-11,18:18:31,inspection,,258.31,258.31,145.25,,100,200
11,9,9,1970-01-13,11:36:15,inspection,,299.6,299.6,176.03,,100,200
12,2,2,1970-01-14,16:26:46,inspection,,328.45,328.45,182.67,,100,200
13,3,3,1970-01-14,18:31:28,inspection,,330.52,330.52,160.13,,100,200
14,5,5,1970-01-15,10:23:52,inspection,,346.4,346.4,169.89,,100,200
15,4,4,1970-01-15,13:44:28,inspection,,349.74,349.74,174.09,,100,200
16,8,8,1970-01-15,14:56:07,inspection,,350.94,350.94,181.23,,100,200
17,7,7,1970-01-15,17:27:02,inspection,,353.45,353.45,167.09,,100,200
18,6,6,1970-01-15,22:34:19,inspection,,358.57,358.57,133.3,,100,200
19,1,1,1970-01-16,06:15:22,inspection,,366.26,366.26,182.86,,100,200
20,2,2,1970-01-18,08:05:20,failure,,416.09,416.09,87.64,,1200,1400
21,2,2,1970-01-18,08:05:20,replacement,unused,416.09,416.09,0.0,,1100,2500
22,10,10,1970-01-18,21:30:33,inspection,,429.51,429.51,171.2,,100,300
23,2,11,1970-01-20,21:37:43,inspection,,477.63,61.54,61.54,,100,2600
24,9,9,1970-01-21,03:00:47,inspection,,483.01,483.01,183.41,,100,300
25,4,4,1970-01-21,13:09:51,inspection,,493.16,493.16,143.42,,100,300
26,10,10,1970-01-21,20:54:03,failure,,500.9,500.9,71.39,,1200,1500
27,10,10,1970-01-21,20:54:03,replacement,unused,500.9,500.9,0.0,,1100,2600
28,3,3,1970-01-22,02:00:33,inspection,,506.01,506.01,175.48,,100,300
29,6,6,1970-01-22,03:13:45,inspection,,507.23,507.23,148.66,,100,300
30,5,5,1970-01-23,06:38:03,inspection,,534.63,534.63,188.24,,100,300
31,7,7,1970-01-23,16:16:53,inspection,,544.28,544.28,190.83,,100,300
32,8,8,1970-01-23,22:06:27,inspection,,550.11,550.11,199.17,,100,300
33,1,1,1970-01-24,11:06:04,inspection,,563.1,563.1,196.84,,100,300
34,6,6,1970-01-24,12:42:00,failure,,564.7,564.7,57.47,,1200,1500
35,6,6,1970-01-24,12:42:00,replacement,unused,564.7,564.7,0.0,,1100,2600
36,1,1,1970-01-25,19:12:46,failure,,595.21,595.21,32.11,,1200,1500
37,1,1,1970-01-25,19:12:46,replacement,unused,595.21,595.21,0.0,,1100,2600
38,9,9,1970-01-26,19:29:25,inspection,,619.49,619.49,136.48,,100,400
39,10,12,1970-01-27,09:35:12,inspection,,633.59,132.69,132.69,,100,2700
40,2,11,1970-01-28,15:55:06,inspection,,663.92,247.83,186.29,,100,2700
41,4,4,1970-01-28,21:20:54,inspection,wornout,669.35,669.35,176.18,,100,400
42,4,4,1970-01-29,06:18:43,replacement,unused,678.31,678.31,8.96,True,1100,1500
43,6,13,1970-01-29,15:24:10,inspection,,687.4,122.7,122.7,,100,2700
44,3,3,1970-01-29,19:26:40,inspection,,691.44,691.44,185.44,,100,400
45,7,7,1970-01-29,22:57:11,inspection,wornout,694.95,694.95,150.67,,100,400
46,5,5,1970-01-30,01:28:30,inspection,wornout,697.48,697.48,162.84,,100,400
47,7,7,1970-01-30,02:31:55,replacement,unused,698.53,698.53,3.58,True,1100,1500
48,9,9,1970-01-30,12:32:33,failure,,708.54,708.54,89.05,,1200,1600
49,9,9,1970-01-30,12:32:33,replacement,unused,708.54,708.54,0.0,,1100,2700
50,1,14,1970-02-01,04:09:04,inspection,,748.15,152.94,152.94,,100,2700
51,5,5,1970-02-01,05:17:02,replacement,unused,749.28,749.28,51.81,True,1100,1500
52,9,17,1970-02-01,23:27:01,inspection,,767.45,58.91,58.91,,100,2800
53,8,8,1970-02-02,21:59:58,inspection,wornout,790.0,790.0,239.89,,100,400
54,8,8,1970-02-03,03:41:21,replacement,unused,795.69,795.69,5.69,,1100,1500
55,10,12,1970-02-03,20:03:13,inspection,,812.05,311.15,178.47,,100,2800
56,6,13,1970-02-04,15:16:18,inspection,,831.27,266.57,143.87,,100,2800
57,4,15,1970-02-05,10:16:55,inspection,,850.28,171.97,171.97,,100,1600
58,5,18,1970-02-05,20:18:56,inspection,,860.32,111.03,111.03,,100,1600
59,2,11,1970-02-05,22:14:18,inspection,,862.24,446.15,198.32,,100,2800
60,3,3,1970-02-06,10:47:19,inspection,expired,874.79,874.79,183.34,,100,500
61,3,3,1970-02-06,15:07:28,replacement,unused,879.12,879.12,4.34,,1100,1600
62,7,16,1970-02-06,20:53:52,inspection,,884.9,186.37,186.37,,100,1600
63,10,12,1970-02-07,07:55:41,failure,,895.93,395.03,83.87,,1200,4000
64,10,12,1970-02-07,07:55:41,replacement,unused,895.93,395.03,0.0,,1100,5100
65,2,11,1970-02-07,20:17:15,failure,,908.29,492.2,46.05,,1200,4000
66,2,11,1970-02-07,20:17:15,replacement,unused,908.29,492.2,0.0,,1100,5100
67,1,14,1970-02-09,03:05:25,inspection,,939.09,343.88,190.94,,100,2800
68,8,19,1970-02-09,10:38:58,inspection,,946.65,150.96,150.96,,100,1600
69,9,17,1970-02-09,10:51:32,inspection,,946.86,238.32,179.41,,100,2900
70,10,21,1970-02-09,20:05:34,inspection,,956.09,60.16,60.16,,100,5200
71,6,13,1970-02-11,14:52:33,inspection,,998.88,434.18,167.6,,100,2900
72,1,14,1970-02-12,02:04:25,failure,,1010.07,414.86,70.98,,1200,4000
73,1,14,1970-02-12,02:04:25,replacement,unused,1010.07,414.86,0.0,,1100,5100
74,2,22,1970-02-12,04:17:36,inspection,,1012.29,104.01,104.01,,100,5200
75,7,16,1970-02-13,07:23:13,inspection,,1039.39,340.85,154.49,,100,1700
76,3,20,1970-02-13,10:38:18,inspection,,1042.64,163.51,163.51,,100,1700
77,4,15,1970-02-13,18:04:32,failure,,1050.08,371.76,199.79,,1200,2800
78,4,15,1970-02-13,18:04:32,replacement,unused,1050.08,371.76,0.0,,1100,3900
79,5,18,1970-02-14,01:32:44,inspection,,1057.55,308.26,197.23,,100,1700
80,4,24,1970-02-14,07:25:33,inspection,,1063.43,13.35,13.35,,100,4000
